name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,physical_bulk,special_bulk,bulk_bias,offense_to_bulk_ratio,speed_to_bulk_ratio,special_bulk_percentile,physical_bulk_percentile,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy
arceus,normal,,120,120,120,120,120,120,240,300.0,0.9271028037383178,0.0,14400,14400,0.0,0.7999999973333334,0.3999999986666667,0.9878504672897196,0.9775700934579439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
archaludon,steel,dragon,90,105,130,125,65,85,230,240.0,0.5841121495327103,-0.08695652173913043,11700,5850,-0.3333333333333333,0.9583333293402778,0.35416666519097223,0.37009345794392523,0.9252336448598131,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,2.0
archeops,rock,flying,75,140,65,112,65,110,252,167.5,0.8719626168224299,0.1111111111111111,4875,4875,0.0,1.5044776029583427,0.6567164139897528,0.22149532710280373,0.22897196261682243,1.0,2.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,4.0,0.5,1.0,1.0,1.0,0.25,1.0
arctovish,water,ice,90,90,100,80,90,55,170,235.0,0.2308411214953271,0.058823529411764705,9000,8100,-0.05263157894736842,0.7234042522408329,0.2340425521955636,0.7149532710280374,0.77196261682243,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
arctozolt,electric,ice,90,100,90,90,80,55,190,215.0,0.2308411214953271,0.05263157894736842,8100,7200,-0.058823529411764705,0.8837209261222283,0.25581395229853976,0.591588785046729,0.697196261682243,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
ariados,bug,poison,70,90,70,60,70,40,150,175.0,0.10654205607476636,0.2,4900,4900,0.0,0.857142852244898,0.22857142726530613,0.22990654205607478,0.24018691588785046,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0
armaldo,rock,bug,75,125,100,70,80,45,195,217.5,0.14579439252336449,0.28205128205128205,7500,6000,-0.1111111111111111,0.8965517200158541,0.20689655077288943,0.39158878504672895,0.6046728971962617,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,2.0,0.25,0.5
armarouge,fire,psychic,85,60,100,125,80,75,185,222.5,0.4616822429906542,-0.35135135135135137,8500,6800,-0.1111111111111111,0.8314606704204015,0.33707865017043304,0.5308411214953271,0.7364485981308411,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,1.0,1.0,1.0
aromatisse,fairy,,101,72,72,99,89,29,171,211.5,0.024299065420560748,-0.15789473684210525,7272,8989,0.10559006211180125,0.808510634475127,0.137115838595197,0.7869158878504673,0.5831775700934579,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0
articuno,ice,flying,90,85,100,95,125,85,180,270.0,0.5841121495327103,-0.05555555555555555,9000,11250,0.1111111111111111,0.6666666641975308,0.314814813648834,0.9355140186915888,0.77196261682243,1.0,0.5,0.5,4.0,0.5,0.5,2.0,1.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0
audino,normal,,103,60,86,60,86,50,120,223.5,0.19065420560747665,0.0,8858,8858,0.0,0.5369127492755582,0.22371364553148257,0.7775700934579439,0.7607476635514019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
aurorus,rock,ice,123,77,72,99,92,58,176,225.5,0.2514018691588785,-0.125,8856,11316,0.12195121951219512,0.7804878014169055,0.2572062072851166,0.9383177570093458,0.7588785046728972,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.25,1.0
avalugg,ice,,95,117,184,44,46,28,161,277.5,0.020560747663551402,0.453416149068323,17480,4370,-0.6,0.5801801780894408,0.10090090053729406,0.14018691588785046,0.9962616822429906,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0
azelf,psychic,,75,125,70,125,70,115,250,177.5,0.9009345794392524,0.0,5250,5250,0.0,1.4084506962904186,0.6478873202935925,0.28317757009345795,0.28317757009345795,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
azumarill,water,fairy,100,50,80,60,80,50,110,210.0,0.19065420560747665,-0.09090909090909091,8000,8000,0.0,0.5238095213151928,0.23809523696145127,0.6981308411214954,0.6663551401869159,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
banette,ghost,,64,115,65,83,63,65,198,160.0,0.32897196261682243,0.16161616161616163,4160,4032,-0.015625,1.2374999922656251,0.40624999746093754,0.08971962616822429,0.12897196261682242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0
barbaracle,rock,water,72,105,115,54,86,68,159,237.0,0.3663551401869159,0.32075471698113206,8280,6192,-0.14427860696517414,0.6708860731186241,0.2869198300129965,0.4280373831775701,0.7149532710280374,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0
barraskewda,water,,61,123,60,60,50,136,183,140.5,0.9822429906542056,0.3442622950819672,3660,3050,-0.09090909090909091,1.3024910939324477,0.9679715233596333,0.038317757009345796,0.07476635514018691,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
bastiodon,rock,steel,60,52,168,47,138,30,99,336.0,0.044859813084112146,0.050505050505050504,10080,8280,-0.09803921568627451,0.2946428562659439,0.08928571401998299,0.7261682242990655,0.8560747663551402,1.0,1.0,0.5,1.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.25,2.0
baxcalibur,dragon,ice,115,145,92,75,86,87,220,235.5,0.611214953271028,0.3181818181818182,10580,9890,-0.033707865168539325,0.9341825862667407,0.3694267500236656,0.8616822429906542,0.8878504672897196,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,1.0
beartic,ice,,95,130,80,70,80,50,200,207.5,0.19065420560747665,0.3,7600,7600,0.0,0.9638554170416607,0.24096385426041517,0.6364485981308411,0.6224299065420561,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0
beautifly,bug,flying,60,70,50,100,50,65,170,130.0,0.32897196261682243,-0.17647058823529413,3000,3000,0.0,1.3076922976331362,0.4999999961538462,0.03457943925233645,0.04205607476635514,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5
beedrill,bug,poison,65,90,40,45,80,75,135,152.5,0.4616822429906542,0.3333333333333333,2600,5200,0.3333333333333333,0.8852458958344531,0.4918032754635851,0.2672897196261682,0.024299065420560748,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0
beheeyem,psychic,,75,75,75,125,95,40,200,207.5,0.10654205607476636,-0.25,5625,7125,0.11764705882352941,0.9638554170416607,0.19277108340833213,0.5663551401869159,0.3401869158878505,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
bellibolt,electric,,109,64,91,103,83,45,167,228.5,0.14579439252336449,-0.23353293413173654,9919,9047,-0.04597701149425287,0.7308533884864185,0.19693654180771755,0.8074766355140187,0.8299065420560747,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
bellossom,grass,,75,80,95,90,100,50,170,232.5,0.19065420560747665,-0.058823529411764705,7125,7500,0.02564102564102564,0.7311827925540525,0.2150537625158978,0.6186915887850467,0.5429906542056074,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0
bewear,normal,fighting,120,125,80,55,60,60,180,200.0,0.2775700934579439,0.3888888888888889,9600,7200,-0.14285714285714285,0.8999999955,0.29999999850000003,0.591588785046729,0.8084112149532711,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
bibarel,normal,water,79,85,60,55,60,71,140,159.5,0.4289719626168224,0.21428571428571427,4740,4740,0.0,0.8777429412053734,0.44514106303986795,0.19345794392523363,0.20747663551401868,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
blacephalon,fire,ghost,53,127,53,151,79,107,278,158.5,0.8392523364485981,-0.08633093525179857,2809,4187,0.19696969696969696,1.7539432065997274,0.6750788600941396,0.10654205607476636,0.03551401869158879,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0
blastoise,water,,79,83,100,85,105,78,168,244.5,0.48785046728971965,-0.011904761904761904,7900,8295,0.024390243902439025,0.6871165616068853,0.3190184036031967,0.7289719626168224,0.6579439252336449,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
blaziken,fire,fighting,80,120,70,110,70,80,230,180.0,0.5214953271028038,0.043478260869565216,5600,5600,0.0,1.2777777706790123,0.44444444197530864,0.3383177570093458,0.3317757009345794,2.0,0.5,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0.5
blissey,normal,,255,10,10,75,135,55,85,272.5,0.2308411214953271,-0.7647058823529411,2550,34425,0.8620689655172413,0.3119266043599024,0.2018348616446427,1.0,0.022429906542056073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
boltund,electric,,69,90,60,90,60,121,180,154.5,0.9364485981308411,0.0,4140,4140,0.0,1.1650485361485532,0.7831715159665275,0.102803738317757,0.1252336448598131,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
bombirdier,flying,dark,70,103,85,60,85,82,163,205.0,0.5532710280373832,0.26380368098159507,5950,5950,0.0,0.7951219473408686,0.3999999980487805,0.3813084112149533,0.3728971962616822,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5
bouffalant,normal,,95,110,95,40,95,55,150,237.5,0.2308411214953271,0.4666666666666667,9025,9025,0.0,0.6315789447091413,0.2315789463933518,0.8046728971962617,0.7859813084112149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
brambleghast,grass,ghost,55,115,70,80,70,90,195,167.5,0.6429906542056075,0.1794871794871795,3850,3850,0.0,1.164179097527289,0.5373134296279796,0.06822429906542056,0.08598130841121496,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,2.0,0.5,2.0,2.0,0.5,0.5,0.5,1.0
braviary,normal,flying,100,123,75,57,75,80,180,200.0,0.5214953271028038,0.36666666666666664,7500,7500,0.0,0.8999999955,0.399999998,0.6186915887850467,0.6046728971962617,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0
breloom,grass,fighting,60,130,80,60,60,70,190,170.0,0.3981308411214953,0.3684210526315789,4800,3600,-0.14285714285714285,1.117647052249135,0.41176470346020766,0.05700934579439252,0.2177570093457944,2.0,0.5,2.0,0.5,1.0,2.0,1.0,0.25,2.0,0.25,0.5,0.25,4.0,1.0,0.5,2.0,0.5,0.5
bronzong,steel,psychic,67,89,116,79,116,33,168,265.5,0.06822429906542056,0.05952380952380952,7772,7772,0.0,0.6327683591986126,0.12429378484258462,0.6635514018691588,0.6448598130841121,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0
brute-bonnet,grass,dark,111,127,99,79,99,55,206,253.5,0.2308411214953271,0.23300970873786409,10989,10989,0.0,0.8126232709561212,0.2169625237989644,0.9233644859813084,0.897196261682243,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5
bruxish,water,psychic,68,105,70,70,70,92,175,174.0,0.6757009345794392,0.2,4760,4760,0.0,1.0057471206566257,0.5287356291451976,0.19813084112149532,0.21121495327102804,1.0,2.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0
butterfree,bug,flying,60,45,50,90,80,70,135,160.0,0.3981308411214953,-0.3333333333333333,3000,4800,0.23076923076923078,0.8437499947265625,0.43749999726562505,0.205607476635514,0.04205607476635514,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5
buzzwole,bug,fighting,107,139,139,53,53,79,192,245.5,0.4934579439252336,0.4479166666666667,14873,5671,-0.4479166666666667,0.7820773898897051,0.3217922593817016,0.3532710280373832,0.9813084112149533,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.25,1.0,0.25,1.0,0.5,2.0,0.5,1.0,4.0,0.5,0.25
cacturne,grass,dark,70,115,60,115,60,55,230,155.0,0.2308411214953271,0.0,4200,4200,0.0,1.4838709581685745,0.3548387073881374,0.1205607476635514,0.14018691588785046,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5
calyrex,psychic,grass,100,80,80,80,80,80,160,210.0,0.5214953271028038,0.0,8000,8000,0.0,0.7619047582766441,0.38095237913832203,0.6981308411214954,0.6663551401869159,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0
camerupt,fire,ground,70,100,70,105,75,40,205,180.0,0.10654205607476636,-0.024390243902439025,4900,5250,0.034482758620689655,1.1388888825617285,0.22222222098765432,0.28317757009345795,0.24018691588785046,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,4.0,1.0
carbink,rock,fairy,50,50,150,50,150,50,100,325.0,0.19065420560747665,0.0,7500,7500,0.0,0.30769230674556214,0.15384615337278107,0.6186915887850467,0.6046728971962617,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.25,1.0
carnivine,grass,,74,100,72,90,72,46,190,181.0,0.16074766355140188,0.05263157894736842,5328,5328,0.0,1.0497237511064987,0.25414364500473124,0.297196261682243,0.29345794392523367,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0
carracosta,water,rock,74,108,133,83,65,32,191,235.0,0.06448598130841121,0.13089005235602094,9842,4810,-0.3434343434343434,0.81276595398823,0.13617021218650974,0.2130841121495327,0.8242990654205608,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0
castform,normal,,70,70,70,70,70,70,140,175.0,0.3981308411214953,0.0,4900,4900,0.0,0.7999999954285715,0.39999999771428574,0.22990654205607478,0.24018691588785046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
celebi,psychic,grass,100,100,100,100,100,100,200,250.0,0.7700934579439253,0.0,10000,10000,0.0,0.7999999968,0.3999999984,0.883177570093458,0.8467289719626169,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0
celesteela,steel,flying,97,101,103,107,101,61,208,252.5,0.3,-0.028846153846153848,9991,9797,-0.00980392156862745,0.8237623729751985,0.24158415745907263,0.8598130841121495,0.8373831775700935,1.0,0.5,0.5,2.0,0.25,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,2.0
centiskorch,fire,bug,100,115,65,90,90,65,205,205.0,0.32897196261682243,0.12195121951219512,6500,9000,0.16129032258064516,0.9999999951219513,0.31707316918500894,0.7953271028037383,0.4542056074766355,1.0,0.25,0.5,4.0,1.0,2.0,0.5,0.5,1.0,0.5,2.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5
ceruledge,fire,ghost,75,125,80,60,100,85,185,217.5,0.5841121495327103,0.35135135135135137,6000,7500,0.1111111111111111,0.8505747087329899,0.3908045959043467,0.6186915887850467,0.38691588785046727,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0
cetitan,ice,,170,113,65,45,55,73,158,205.0,0.44018691588785047,0.43037974683544306,11050,9350,-0.08333333333333333,0.7707317035574064,0.3560975592385485,0.8252336448598131,0.9074766355140187,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0
chandelure,ghost,fire,60,55,90,145,90,80,200,210.0,0.5214953271028038,-0.45,5400,5400,0.0,0.9523809478458051,0.38095237913832203,0.31401869158878504,0.308411214953271,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0
charizard,fire,flying,78,84,78,109,85,100,193,202.0,0.7700934579439253,-0.12953367875647667,6084,6630,0.04294478527607362,0.9554455398245271,0.49504950249975493,0.5,0.402803738317757,1.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0
chatot,normal,flying,76,65,45,92,42,91,157,125.0,0.6682242990654206,-0.17197452229299362,3420,3192,-0.034482758620689655,1.255999989952,0.727999994176,0.041121495327102804,0.059813084112149535,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0
cherrim,grass,,70,60,70,87,78,85,147,183.0,0.5841121495327103,-0.1836734693877551,4900,5460,0.05405405405405406,0.8032786841350892,0.46448087177879305,0.32149532710280376,0.24018691588785046,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0
chesnaught,grass,fighting,88,107,122,74,75,64,181,241.0,0.3037383177570093,0.18232044198895028,10736,6600,-0.23857868020304568,0.7510373412820027,0.26556016487319434,0.49439252336448597,0.891588785046729,2.0,0.5,2.0,0.5,1.0,2.0,1.0,0.25,2.0,0.25,0.5,0.25,4.0,1.0,0.5,2.0,0.5,0.5
chi-yu,dark,fire,55,80,80,135,120,100,215,227.5,0.7700934579439253,-0.2558139534883721,4400,6600,0.2,0.9450549409008574,0.43956043762830577,0.49439252336448597,0.16448598130841122,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0,0.5
chien-pao,dark,ice,80,120,80,90,65,135,210,185.0,0.9766355140186916,0.14285714285714285,6400,5200,-0.10344827586206896,1.1351351289992695,0.7297297257852448,0.2672897196261682,0.44299065420560746,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5
chimecho,psychic,,75,50,80,95,90,65,145,207.5,0.32897196261682243,-0.3103448275862069,6000,6750,0.058823529411764705,0.698795177355204,0.3132530105385397,0.5224299065420561,0.38691588785046727,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
